xx,SITE,OBS_YEAR,REGION,ISLAND,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,SITEVISITID,EXCLUDE_FLAG,METHOD,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012
3282,TUT-0005,2008,SAMOA,Tutuila,2/19/08,Forereef,Mid,-14.25184,-170.62355,1257,0,nSPC,Tutuila,50742,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3283,TUT-0006,2008,SAMOA,Tutuila,2/21/08,Forereef,Mid,-14.32808,-170.8319,1269,0,nSPC,Tutuila,46892,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3284,TUT-0007,2008,SAMOA,Tutuila,2/21/08,Forereef,Mid,-14.31592,-170.83732,1270,0,nSPC,Tutuila,46467,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3285,TUT-0008,2008,SAMOA,Tutuila,2/21/08,Forereef,Mid,-14.29173,-170.78057,1271,0,nSPC,Tutuila,50972,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3286,TUT-0009,2008,SAMOA,Tutuila,2/25/08,Forereef,Mid,-14.33595,-170.70452,1293,0,nSPC,Tutuila,54359,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3287,TUT-0010,2008,SAMOA,Tutuila,2/22/08,Forereef,Mid,-14.31137,-170.69288,1275,0,nSPC,Tutuila,54359,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3288,TUT-0011,2008,SAMOA,Tutuila,2/24/08,Forereef,Mid,-14.36024,-170.75025,1287,0,nSPC,Tutuila,51789,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3289,TUT-0012,2008,SAMOA,Tutuila,2/20/08,Forereef,Mid,-14.28988,-170.75945,1263,0,nSPC,Tutuila,52910,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3290,TUT-0013,2008,SAMOA,Tutuila,2/20/08,Forereef,Mid,-14.26046,-170.71187,1264,0,nSPC,Tutuila,54359,55502,HAPHAZARD,2008,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3291,TUT-0014,2008,SAMOA,Tutuila,2/19/08,Forereef,Mid,-14.25372,-170.65259,1258,0,nSPC,Tutuila,53784,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3292,TUT-0015,2008,SAMOA,Tutuila,2/22/08,Forereef,Mid,-14.31541,-170.65647,1276,0,nSPC,Tutuila,54351,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3293,TUT-0016,2008,SAMOA,Tutuila,2/23/08,Forereef,Mid,-14.28551,-170.56406,1284,0,nSPC,Tutuila,36924,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3294,TUT-0017,2008,SAMOA,Tutuila,2/18/08,Forereef,Mid,-14.24606,-170.57182,1254,0,nSPC,Tutuila,31110,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3295,TUT-0018,2008,SAMOA,Tutuila,2/19/08,Forereef,Mid,-14.2519,-170.68915,1259,0,nSPC,Tutuila,54359,55502,HAPHAZARD,2008,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3296,TUT-0019,2008,SAMOA,Tutuila,2/20/08,Forereef,Mid,-14.28323,-170.72801,1265,0,nSPC,Tutuila,54359,55502,HAPHAZARD,2008,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3297,TUT-0020,2008,SAMOA,Tutuila,2/25/08,Forereef,Mid,-14.27841,-170.66938,1294,0,nSPC,Tutuila,54359,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3298,TUT-0021,2008,SAMOA,Tutuila,2/22/08,Forereef,Mid,-14.35115,-170.72864,1277,0,nSPC,Tutuila,53809,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3299,TUT-0022,2008,SAMOA,Tutuila,2/24/08,Forereef,Mid,-14.36594,-170.76336,1288,0,nSPC,Tutuila,50228,55502,HAPHAZARD,2008,ForereefMid,Tutuila,Fagatele Bay National Marine Sanctuary,1986,Restricted,NA
3300,TUT-0023,2008,SAMOA,Tutuila,2/24/08,Forereef,Mid,-14.34288,-170.78882,1289,0,nSPC,Tutuila,48733,55502,HAPHAZARD,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3301,TUT-0050,2008,SAMOA,Tutuila,2/18/08,Forereef,Shallow,-14.250317,-170.5868,1255,0,nSPC,Tutuila,41198,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3302,TUT-0051,2008,SAMOA,Tutuila,2/18/08,Forereef,Mid,-14.249717,-170.598917,1256,0,nSPC,Tutuila,44735,55502,RANDOM,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3303,TUT-0052,2008,SAMOA,Tutuila,2/19/08,Forereef,Deep,-14.24765,-170.645033,1260,0,nSPC,Tutuila,53380,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3304,TUT-0053,2008,SAMOA,Tutuila,2/19/08,Forereef,Shallow,-14.2531,-170.611583,1261,0,nSPC,Tutuila,47475,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3305,TUT-0054,2008,SAMOA,Tutuila,2/19/08,Forereef,Shallow,-14.253067,-170.69815,1262,0,nSPC,Tutuila,54359,55502,RANDOM,2008,ForereefShallow,Tutuila,National Park of American Samoa,1988,Restricted,NA
3306,TUT-0055,2008,SAMOA,Tutuila,2/20/08,Forereef,Deep,-14.2689,-170.718983,1266,0,nSPC,Tutuila,54359,55502,RANDOM,2008,ForereefDeep,Tutuila,National Park of American Samoa,1988,Restricted,NA
3307,TUT-0056,2008,SAMOA,Tutuila,2/20/08,Forereef,Mid,-14.290533,-170.748417,1267,0,nSPC,Tutuila,53669,55502,RANDOM,2008,ForereefMid,Tutuila,NA,NA,NA,NA
3308,TUT-0057,2008,SAMOA,Tutuila,2/20/08,Forereef,Deep,-14.29015,-170.771233,1268,0,nSPC,Tutuila,52214,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3309,TUT-0058,2008,SAMOA,Tutuila,2/21/08,Forereef,Deep,-14.306417,-170.8299,1272,0,nSPC,Tutuila,47580,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3310,TUT-0059,2008,SAMOA,Tutuila,2/21/08,Forereef,Shallow,-14.300067,-170.819283,1273,0,nSPC,Tutuila,48076,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3311,TUT-0060,2008,SAMOA,Tutuila,2/21/08,Forereef,Deep,-14.332733,-170.809967,1274,0,nSPC,Tutuila,48041,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3312,TUT-0061,2008,SAMOA,Tutuila,2/22/08,Forereef,Deep,-14.35965,-170.734483,1278,0,nSPC,Tutuila,52796,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3313,TUT-0062,2008,SAMOA,Tutuila,2/22/08,Forereef,Shallow,-14.339333,-170.718917,1279,0,nSPC,Tutuila,54359,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3314,TUT-0063,2008,SAMOA,Tutuila,2/22/08,Forereef,Deep,-14.320367,-170.696817,1280,0,nSPC,Tutuila,54359,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3315,TUT-0064,2008,SAMOA,Tutuila,2/22/08,Forereef,Shallow,-14.308933,-170.693033,1281,0,nSPC,Tutuila,54359,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3316,TUT-0065,2008,SAMOA,Tutuila,2/23/08,Forereef,Deep,-14.284133,-170.594867,1285,0,nSPC,Tutuila,46699,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3317,TUT-0066,2008,SAMOA,Tutuila,2/23/08,Forereef,Shallow,-14.277267,-170.557533,1286,0,nSPC,Tutuila,30803,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3318,TUT-0067,2008,SAMOA,Tutuila,2/24/08,Forereef,Deep,-14.36275,-170.765433,1290,0,nSPC,Tutuila,50217,55502,RANDOM,2008,ForereefDeep,Tutuila,Fagatele Bay National Marine Sanctuary,1986,Restricted,NA
3319,TUT-0068,2008,SAMOA,Tutuila,2/24/08,Forereef,Shallow,-14.364283,-170.752733,1291,0,nSPC,Tutuila,51292,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3320,TUT-0069,2008,SAMOA,Tutuila,2/25/08,Forereef,Deep,-14.32205,-170.6675,1295,0,nSPC,Tutuila,54359,55502,RANDOM,2008,ForereefDeep,Tutuila,NA,NA,NA,NA
3321,TUT-0070,2008,SAMOA,Tutuila,2/25/08,Forereef,Shallow,-14.2903,-170.649,1296,0,nSPC,Tutuila,54174,55502,RANDOM,2008,ForereefShallow,Tutuila,NA,NA,NA,NA
3322,TUT-0201,2010,SAMOA,Tutuila,2/26/10,Forereef,Mid,-14.27771,-170.62154,2251,0,nSPC,Tutuila,52882,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3323,TUT-0202,2010,SAMOA,Tutuila,2/17/10,Forereef,Deep,-14.32498,-170.67264,2140,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3324,TUT-0205,2010,SAMOA,Tutuila,2/21/10,Forereef,Deep,-14.26434,-170.50507,2205,0,nSPC,Tutuila,13318,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3325,TUT-0206,2010,SAMOA,Tutuila,3/7/10,Forereef,Deep,-14.27647,-170.73969,2335,0,nSPC,Tutuila,54350,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3326,TUT-0208,2010,SAMOA,Tutuila,3/21/10,Forereef,Shallow,-14.24676,-170.57286,2459,0,nSPC,Tutuila,31782,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3327,TUT-0209,2010,SAMOA,Tutuila,2/22/10,Forereef,Mid,-14.29101,-170.80157,2210,0,nSPC,Tutuila,48864,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3328,TUT-0210,2010,SAMOA,Tutuila,2/19/10,Forereef,Deep,-14.27929,-170.51622,2173,0,nSPC,Tutuila,17077,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3329,TUT-0212,2010,SAMOA,Tutuila,2/21/10,Forereef,Shallow,-14.27632,-170.5538,2204,0,nSPC,Tutuila,28598,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3330,TUT-0214,2010,SAMOA,Tutuila,2/20/10,Forereef,Shallow,-14.3265,-170.83542,2190,0,nSPC,Tutuila,46219,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3331,TUT-0216,2010,SAMOA,Tutuila,2/18/10,Forereef,Deep,-14.36471,-170.76341,2159,0,nSPC,Tutuila,50321,55502,RANDOM,2010,ForereefDeep,Tutuila,Fagatele Bay National Marine Sanctuary,1986,Restricted,NA
3332,TUT-0218,2010,SAMOA,Tutuila,2/19/10,Forereef,Deep,-14.27984,-170.56089,2167,0,nSPC,Tutuila,33482,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3333,TUT-0219,2010,SAMOA,Tutuila,3/7/10,Forereef,Mid,-14.23619,-170.66936,2337,0,nSPC,Tutuila,54232,55502,RANDOM,2010,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3334,TUT-0220,2010,SAMOA,Tutuila,2/17/10,Forereef,Shallow,-14.31296,-170.69319,2143,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3335,TUT-0221,2010,SAMOA,Tutuila,2/21/10,Forereef,Shallow,-14.27416,-170.60561,2201,0,nSPC,Tutuila,48579,55502,RANDOM,2010,ForereefShallow,Tutuila,Alofau,2001,Restricted,NA
3336,TUT-0223,2010,SAMOA,Tutuila,2/18/10,Forereef,Shallow,-14.3596,-170.7506,2157,0,nSPC,Tutuila,51784,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3337,TUT-0226,2010,SAMOA,Tutuila,2/17/10,Forereef,Shallow,-14.28314,-170.63144,2138,0,nSPC,Tutuila,53308,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3338,TUT-0228,2010,SAMOA,Tutuila,2/23/10,Forereef,Deep,-14.22891,-170.69751,2219,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3339,TUT-0229,2010,SAMOA,Tutuila,2/22/10,Forereef,Deep,-14.28391,-170.81412,2208,0,nSPC,Tutuila,48479,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3340,TUT-0234,2010,SAMOA,Tutuila,2/20/10,Forereef,Mid,-14.35907,-170.78438,2178,0,nSPC,Tutuila,48598,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3341,TUT-0235,2010,SAMOA,Tutuila,2/18/10,Forereef,Mid,-14.36006,-170.74939,2158,0,nSPC,Tutuila,51886,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3342,TUT-0236,2010,SAMOA,Tutuila,2/23/10,Forereef,Mid,-14.24653,-170.66848,2220,0,nSPC,Tutuila,54319,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3343,TUT-0241,2010,SAMOA,Tutuila,2/18/10,Forereef,Mid,-14.34597,-170.71994,2155,0,nSPC,Tutuila,54351,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3344,TUT-0242,2010,SAMOA,Tutuila,2/20/10,Forereef,Shallow,-14.33475,-170.80322,2191,0,nSPC,Tutuila,48388,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3345,TUT-0244,2010,SAMOA,Tutuila,2/25/10,Forereef,Mid,-14.25912,-170.55797,2242,0,nSPC,Tutuila,27218,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3346,TUT-0245,2010,SAMOA,Tutuila,2/27/10,Forereef,Mid,-14.30689,-170.83037,2259,0,nSPC,Tutuila,47548,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3347,TUT-0246,2010,SAMOA,Tutuila,2/25/10,Forereef,Shallow,-14.2623,-170.56104,2243,0,nSPC,Tutuila,29689,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3348,TUT-0250,2010,SAMOA,Tutuila,2/20/10,Forereef,Deep,-14.35976,-170.78717,2192,0,nSPC,Tutuila,48503,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3349,TUT-0251,2010,SAMOA,Tutuila,2/20/10,Forereef,Mid,-14.36306,-170.77499,2186,0,nSPC,Tutuila,48811,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3350,TUT-0252,2010,SAMOA,Tutuila,3/21/10,Forereef,Shallow,-14.25453,-170.61032,2462,0,nSPC,Tutuila,47334,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3351,TUT-0254,2010,SAMOA,Tutuila,2/18/10,Forereef,Mid,-14.35507,-170.73053,2152,0,nSPC,Tutuila,53224,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3352,TUT-0255,2010,SAMOA,Tutuila,2/21/10,Forereef,Deep,-14.30338,-170.5809,2194,0,nSPC,Tutuila,44885,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3353,TUT-0259,2010,SAMOA,Tutuila,2/22/10,Forereef,Shallow,-14.29427,-170.80899,2211,0,nSPC,Tutuila,48625,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3354,TUT-0260,2010,SAMOA,Tutuila,2/21/10,Forereef,Deep,-14.27653,-170.50916,2198,0,nSPC,Tutuila,14751,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3355,TUT-0261,2010,SAMOA,Tutuila,2/20/10,Forereef,Mid,-14.35688,-170.7874429,2181,0,nSPC,Tutuila,48553,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3356,TUT-0262,2010,SAMOA,Tutuila,2/28/10,Forereef,Shallow,-14.32669,-170.83447,2272,0,nSPC,Tutuila,46414,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3357,TUT-0264,2010,SAMOA,Tutuila,2/23/10,Forereef,Deep,-14.27843,-170.72424,2223,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefDeep,Tutuila,National Park of American Samoa,1988,Restricted,NA
3358,TUT-0265,2010,SAMOA,Tutuila,2/20/10,Forereef,Deep,-14.36475,-170.78351,2177,0,nSPC,Tutuila,48510,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3359,TUT-0270,2010,SAMOA,Tutuila,2/17/10,Forereef,Mid,-14.31487,-170.65503,2135,0,nSPC,Tutuila,54348,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3360,TUT-0272,2010,SAMOA,Tutuila,2/24/10,Forereef,Mid,-14.24624,-170.57898,2236,0,nSPC,Tutuila,35999,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3361,TUT-0273,2010,SAMOA,Tutuila,2/28/10,Forereef,Deep,-14.36404,-170.77991,2264,0,nSPC,Tutuila,48626,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3362,TUT-0274,2010,SAMOA,Tutuila,2/20/10,Forereef,Shallow,-14.35395,-170.78593,2184,0,nSPC,Tutuila,48641,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3363,TUT-0275,2010,SAMOA,Tutuila,2/25/10,Forereef,Shallow,-14.25449,-170.56274,2240,0,nSPC,Tutuila,28706,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3364,TUT-0276,2010,SAMOA,Tutuila,2/22/10,Forereef,Deep,-14.28876,-170.75703,2216,0,nSPC,Tutuila,53038,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3365,TUT-0277,2010,SAMOA,Tutuila,2/20/10,Forereef,Deep,-14.36522,-170.77402,2187,0,nSPC,Tutuila,48794,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3366,TUT-0278,2010,SAMOA,Tutuila,2/25/10,Forereef,Mid,-14.24804,-170.56104,2241,0,nSPC,Tutuila,26136,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3367,TUT-0279,2010,SAMOA,Tutuila,2/21/10,Forereef,Mid,-14.29972,-170.57118,2196,0,nSPC,Tutuila,42532,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3368,TUT-0280,2010,SAMOA,Tutuila,2/19/10,Forereef,Mid,-14.29588,-170.56029,2174,0,nSPC,Tutuila,36130,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3369,TUT-0283,2010,SAMOA,Tutuila,2/19/10,Forereef,Shallow,-14.27122,-170.60867,2172,0,nSPC,Tutuila,49140,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3370,TUT-0284,2010,SAMOA,Tutuila,2/21/10,Forereef,Deep,-14.27461,-170.50751,2202,0,nSPC,Tutuila,14277,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3371,TUT-0285,2010,SAMOA,Tutuila,2/20/10,Forereef,Shallow,-14.34014,-170.79024,2179,0,nSPC,Tutuila,48729,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3372,TUT-0287,2010,SAMOA,Tutuila,2/24/10,Forereef,Mid,-14.25376,-170.60896,2237,0,nSPC,Tutuila,46936,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3373,TUT-0291,2010,SAMOA,Tutuila,2/22/10,Forereef,Deep,-14.29002,-170.79231,2209,0,nSPC,Tutuila,49657,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3374,TUT-0293,2010,SAMOA,Tutuila,3/9/10,Forereef,Mid,-14.32171,-170.66896,2341,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3375,TUT-0294,2010,SAMOA,Tutuila,2/20/10,Forereef,Shallow,-14.35605,-170.78665,2185,0,nSPC,Tutuila,48590,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3376,TUT-0296,2010,SAMOA,Tutuila,2/17/10,Forereef,Mid,-14.29448,-170.62241,2139,0,nSPC,Tutuila,53009,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3377,TUT-0297,2010,SAMOA,Tutuila,2/24/10,Forereef,Mid,-14.25637,-170.60568,2235,0,nSPC,Tutuila,46433,55502,RANDOM,2010,ForereefMid,Tutuila,Masausi Village Marine Protected Area,2002,Restricted,NA
3378,TUT-0298,2010,SAMOA,Tutuila,2/20/10,Forereef,Deep,-14.36516,-170.77969,2180,0,nSPC,Tutuila,48611,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3379,TUT-0299,2010,SAMOA,Tutuila,2/22/10,Forereef,Mid,-14.28932,-170.79051,2229,0,nSPC,Tutuila,50227,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3380,TUT-0302,2010,SAMOA,Tutuila,3/9/10,Forereef,Shallow,-14.33183,-170.69904,2343,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3381,TUT-0303,2010,SAMOA,Tutuila,2/22/10,Forereef,Mid,-14.29028,-170.77148,2215,0,nSPC,Tutuila,52180,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3382,TUT-0304,2010,SAMOA,Tutuila,2/22/10,Forereef,Deep,-14.27839,-170.80986,2227,0,nSPC,Tutuila,48653,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3383,TUT-0305,2010,SAMOA,Tutuila,2/26/10,Forereef,Mid,-14.29358329,-170.65463,2250,0,nSPC,Tutuila,54323,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3384,TUT-0306,2010,SAMOA,Tutuila,2/17/10,Forereef,Shallow,-14.29249,-170.65948,2137,0,nSPC,Tutuila,54357,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3385,TUT-0307,2010,SAMOA,Tutuila,2/17/10,Forereef,Shallow,-14.28602,-170.63841,2134,0,nSPC,Tutuila,53555,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3386,TUT-0308,2010,SAMOA,Tutuila,2/19/10,Forereef,Deep,-14.25745,-170.5064335,2165,0,nSPC,Tutuila,13453,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3387,TUT-0309,2010,SAMOA,Tutuila,2/18/10,Forereef,Deep,-14.36741,-170.77136,2151,0,nSPC,Tutuila,48834,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3388,TUT-0310,2010,SAMOA,Tutuila,2/19/10,Forereef,Deep,-14.27276,-170.61172,2169,0,nSPC,Tutuila,50386,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3389,TUT-0311,2010,SAMOA,Tutuila,2/18/10,Forereef,Deep,-14.3731,-170.77518,2153,0,nSPC,Tutuila,48564,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3390,TUT-0312,2010,SAMOA,Tutuila,3/9/10,Forereef,Shallow,-14.30883,-170.69318,2342,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3391,TUT-0313,2010,SAMOA,Tutuila,2/19/10,Forereef,Deep,-14.27946,-170.58725,2163,0,nSPC,Tutuila,44904,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3392,TUT-0314,2010,SAMOA,Tutuila,2/17/10,Forereef,Deep,-14.32283,-170.66772,2142,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3393,TUT-0317,2010,SAMOA,Tutuila,2/19/10,Forereef,Mid,-14.28333,-170.59865,2175,0,nSPC,Tutuila,47540,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3394,TUT-0318,2010,SAMOA,Tutuila,2/18/10,Forereef,Shallow,-14.33562,-170.70432,2149,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3395,TUT-0320,2010,SAMOA,Tutuila,2/27/10,Forereef,Shallow,-14.30159,-170.82288,2260,0,nSPC,Tutuila,47934,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3396,TUT-0321,2010,SAMOA,Tutuila,2/21/10,Forereef,Mid,-14.28659,-170.54605,2203,0,nSPC,Tutuila,25568,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3397,TUT-0324,2010,SAMOA,Tutuila,2/21/10,Forereef,Deep,-14.28659,-170.53894,2199,0,nSPC,Tutuila,23396,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3398,TUT-0325,2010,SAMOA,Tutuila,2/18/10,Forereef,Shallow,-14.31091,-170.6931,2150,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3399,TUT-0326,2010,SAMOA,Tutuila,2/23/10,Forereef,Deep,-14.23,-170.69742,2226,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3400,TUT-0327,2010,SAMOA,Tutuila,3/21/10,Forereef,Mid,-14.25416,-170.62738,2461,0,nSPC,Tutuila,52330,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3401,TUT-0329,2010,SAMOA,Tutuila,2/17/10,Forereef,Mid,-14.32362,-170.67035,2141,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3402,TUT-0331,2010,SAMOA,Tutuila,2/28/10,Forereef,Mid,-14.32264,-170.84792,2274,0,nSPC,Tutuila,43872,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3403,TUT-0335,2010,SAMOA,Tutuila,2/28/10,Forereef,Deep,-14.36611,-170.77165,2263,0,nSPC,Tutuila,48858,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3404,TUT-0337,2010,SAMOA,Tutuila,2/28/10,Forereef,Shallow,-14.32524,-170.84183,2273,0,nSPC,Tutuila,44583,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3405,TUT-0339,2010,SAMOA,Tutuila,2/19/10,Forereef,Mid,-14.30098,-170.5779,2160,0,nSPC,Tutuila,44393,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
